,drug_name,drug_id,ind_name,ind_id,status
391,Moxifloxacin,DB00218,Chlamydial pneumonia,C0339959,Approved
392,Moxifloxacin,DB00218,Acute bacterial sinusitis,C0275556,Approved
393,Moxifloxacin,DB00218,Acute exacerbation of chronic bronchitis,C0856695,Approved
394,Moxifloxacin,DB00218,Moraxella catarrhalis pneumonia,C0857831,Approved
395,Moxifloxacin,DB00218,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved
396,Moxifloxacin,DB00218,Mycoplasma pneumonia,C0032302,Approved
397,Moxifloxacin,DB00218,Haemophilus influenzae pneumonia,C0276026,Approved
398,Moxifloxacin,DB00218,Enterobacteriaceae Infections,C0014347,Approved
399,Moxifloxacin,DB00218,Abdominal Abscess,C0243001,Approved
400,Moxifloxacin,DB00218,Staphylococcus aureus infection,C1318973,Approved
401,Moxifloxacin,DB00218,Streptococcus pyogenes infection,C0554628,Approved
402,Moxifloxacin,DB00218,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
403,Moxifloxacin,DB00218,Staphylococcal Pneumonia,C0032308,Approved
404,Moxifloxacin,DB00218,Peritonitis,C0031154,Approved
405,Moxifloxacin,DB00218,Pneumonia due to Klebsiella pneumoniae,C0519030,Approved
406,Moxifloxacin,DB00218,"Pneumonia, Bacterial",C0004626,Approved
407,Moxifloxacin,DB00218,Streptococcal pneumonia,C0155862,Approved
408,Moxifloxacin,DB00218,Intraabdominal Infections,C1112209,Approved
409,Moxifloxacin,DB00218,Bacterial conjunctivitis,C0009768,Approved
410,Moxifloxacin,DB00218,Rhinoscleroma,C0035468,Approved
411,Moxifloxacin,DB00218,Pneumonic Plague,C0524688,Approved
412,Moxifloxacin,DB00218,"Plague, Septicemic",C0152936,Approved
413,Nelfinavir,DB00220,HIV Infections,C0019693,Approved
414,Glimepiride,DB00222,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
415,Diflorasone,DB00223,Pruritus Ani,C0033775,Approved
416,Diflorasone,DB00223,Granuloma Annulare,C0085074,Approved
417,Diflorasone,DB00223,Chronic small plaque psoriasis,C0406317,Approved
418,Diflorasone,DB00223,Exanthema,C0015230,Approved
419,Diflorasone,DB00223,Pruritus of genital organs,C0033777,Approved
420,Diflorasone,DB00223,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
421,Diflorasone,DB00223,"Lupus Erythematosus, Discoid",C0024138,Approved
422,Diflorasone,DB00223,Lichen Simplex Chronicus,C0149922,Approved
423,Diflorasone,DB00223,Contact Dermatitis,C0011616,Approved
424,Diflorasone,DB00223,Scalp psoriasis,C0406326,Approved
425,Diflorasone,DB00223,Seborrheic dermatitis,C0036508,Approved
426,Diflorasone,DB00223,"Dermatitis, Atopic",C0011615,Approved
427,Indinavir,DB00224,HIV Infections,C0019693,Approved
428,Guanadrel,DB00226,Hypertensive disease,C0020538,Approved
429,Lovastatin,DB00227,Familial hypercholesterolemia - heterozygous,C0342882,Approved
430,Lovastatin,DB00227,Hyperlipidemia,C0020473,Approved
431,Lovastatin,DB00227,Hypercholesterolemia,C0020443,Approved
432,Lovastatin,DB00227,Hypoalphalipoproteinemias,C0473527,Approved
433,Lovastatin,DB00227,"Hyperlipidemia, Familial Combined",C0020474,Approved
434,Lovastatin,DB00227,Hypertriglyceridemia,C0020557,Approved
435,Lovastatin,DB00227,Arteriosclerosis,C0003850,Approved
436,Pregabalin,DB00230,Diabetic peripheral neuropathy,C0740447,Approved
437,Pregabalin,DB00230,Fibromyalgia,C0016053,Approved
438,Pregabalin,DB00230,Postherpetic neuralgia,C0032768,Approved
439,Pregabalin,DB00230,Generalized Anxiety Disorder,C0270549,Approved
440,Temazepam,DB00231,Sleeplessness,C0917801,Approved
441,Methyclothiazide,DB00232,Hypertensive disease,C0020538,Approved
442,Methyclothiazide,DB00232,Renal disease with edema NOS,C0866125,Approved
443,Methyclothiazide,DB00232,Edema,C0013604,Approved
444,Aminosalicylic Acid,DB00233,Acute tuberculosis,C0275959,Approved
445,Aminosalicylic Acid,DB00233,"Tuberculosis, Pulmonary",C0041327,Approved
446,Reboxetine,DB00234,Major Depressive Disorder,C1269683,Approved
447,Milrinone,DB00235,Decompensated cardiac failure,C0581377,Approved
448,Butabarbital,DB00237,Severe anxiety (panic),C0231403,Approved
449,Butabarbital,DB00237,Dysuria,C0013428,Approved
450,Butabarbital,DB00237,Sleeplessness,C0917801,Approved
451,Nevirapine,DB00238,HIV Infections,C0019693,Approved
452,Oxiconazole,DB00239,Tinea corporis (disorder),C0040252,Approved
453,Oxiconazole,DB00239,Tinea Versicolor,C0040262,Approved
454,Oxiconazole,DB00239,Tinea cruris,C1384589,Approved
455,Oxiconazole,DB00239,Tinea Pedis,C0040259,Approved
456,Alclometasone,DB00240,Contact Dermatitis,C0011616,Approved
457,Alclometasone,DB00240,Exanthema,C0015230,Approved
458,Alclometasone,DB00240,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
459,Alclometasone,DB00240,Chronic small plaque psoriasis,C0406317,Approved
460,Alclometasone,DB00240,Pruritus Ani,C0033775,Approved
461,Alclometasone,DB00240,Lichen Simplex Chronicus,C0149922,Approved
462,Alclometasone,DB00240,"Dermatitis, Atopic",C0011615,Approved
463,Alclometasone,DB00240,Granuloma Annulare,C0085074,Approved
464,Alclometasone,DB00240,Seborrheic dermatitis,C0036508,Approved
465,Alclometasone,DB00240,Scalp psoriasis,C0406326,Approved
466,Alclometasone,DB00240,"Lupus Erythematosus, Discoid",C0024138,Approved
467,Alclometasone,DB00240,Pruritus of genital organs,C0033777,Approved
468,Butalbital,DB00241,Tension Headache,C0033893,Approved
469,Cladribine,DB00242,Hairy Cell Leukemia,C0023443,Approved
470,Ranolazine,DB00243,Angina Pectoris,C0002962,Approved
471,Mesalazine,DB00244,Chronic ulcerative proctitis,C2937222,Approved
472,Mesalazine,DB00244,Ulcerative Colitis,C0009324,Approved
473,Mesalazine,DB00244,Ulcerative colitis in remission,C3697010,Approved
474,Mesalazine,DB00244,Chronic ulcerative rectosigmoiditis,C0267390,Approved
475,Benzatropine,DB00245,Extrapyramidal Disorders,C0015371,Approved
476,Benzatropine,DB00245,"Parkinson Disease, Postencephalitic",C0030568,Approved
477,Benzatropine,DB00245,Parkinson Disease,C0030567,Approved
478,Benzatropine,DB00245,Parkinsonian Disorders,C0242422,Approved
479,Ziprasidone,DB00246,Bipolar disorder in remission,C0270425,Approved
480,Ziprasidone,DB00246,Schizophrenia,C0036341,Approved
481,Ziprasidone,DB00246,Mixed bipolar I disorder,C0236780,Approved
482,Ziprasidone,DB00246,"Bipolar affective disorder, current episode manic",C0338873,Approved
483,Cabergoline,DB00248,Hyperprolactinemia,C0020514,Approved
484,Idoxuridine,DB00249,"Keratitis, Herpetic",C0019357,Approved
485,Dapsone,DB00250,Acne Vulgaris,C0001144,Approved
486,Dapsone,DB00250,Leprosy,C0023343,Approved
487,Dapsone,DB00250,Dermatitis Herpetiformis,C0011608,Approved
488,Terconazole,DB00251,"Candidiasis, Vulvovaginal",C0700345,Approved
489,Phenytoin,DB00252,Status Epilepticus,C0038220,Approved
490,Phenytoin,DB00252,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved
491,Phenytoin,DB00252,Epilepsy,C0014544,Approved
492,Phenytoin,DB00252,Motor cortex epilepsy,C0234978,Approved
493,Phenytoin,DB00252,"Epilepsies, Partial",C0014547,Approved
494,Phenytoin,DB00252,Tonic - clonic seizures,C0494475,Approved
495,Phenytoin,DB00252,Lennox-Gastaut syndrome,C0238111,Approved
496,Phenytoin,DB00252,Tonic-Clonic Epilepsy,C0014549,Approved
497,Phenytoin,DB00252,Bipolar disorder in remission,C0270425,Approved
498,Phenytoin,DB00252,Simple Partial Seizures,C0234974,Approved
499,Medrysone,DB00253,Rosacea,C0035854,Approved
500,Medrysone,DB00253,Iritis,C0022081,Approved
501,Medrysone,DB00253,Punctate keratopathy,C0423234,Approved
502,Medrysone,DB00253,Iridocyclitis,C0022073,Approved
503,Medrysone,DB00253,Corneal abrasion,C0010032,Approved
504,Medrysone,DB00253,Uveitis,C0042164,Approved
505,Medrysone,DB00253,Herpes zoster keratitis,C1275687,Approved
506,Medrysone,DB00253,Corneal Ulcer,C0010043,Approved
507,Medrysone,DB00253,Cyclitis,C0010543,Approved
508,Medrysone,DB00253,Allergic Conjunctivitis,C0009766,Approved
509,Doxycycline,DB00254,Acne Vulgaris,C0001144,Approved
510,Doxycycline,DB00254,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
511,Doxycycline,DB00254,Brucellosis,C0006309,Approved
512,Doxycycline,DB00254,Scrub Typhus,C0036472,Approved
513,Doxycycline,DB00254,Lymphogranuloma Venereum,C0024286,Approved
514,Doxycycline,DB00254,Rocky Mountain Spotted Fever,C0035793,Approved
515,Doxycycline,DB00254,Acute gonococcal cervicitis,C0153195,Approved
516,Doxycycline,DB00254,Chlamydia trachomatis infection of genital structure,C1997322,Approved
517,Doxycycline,DB00254,Cutaneous anthrax,C0003177,Approved
518,Doxycycline,DB00254,Q Fever,C0034362,Approved
519,Doxycycline,DB00254,Acute gonococcal urethritis,C0275652,Approved
520,Doxycycline,DB00254,Actinomycosis,C0001261,Approved
521,Doxycycline,DB00254,Endemic Flea-Borne Typhus,C0041472,Approved
522,Doxycycline,DB00254,TYPHUS,C0041471,Approved
523,Doxycycline,DB00254,Anthrax disease,C0003175,Approved
524,Doxycycline,DB00254,Cholera,C0008354,Approved
525,Doxycycline,DB00254,Tularemia,C0041351,Approved
526,Doxycycline,DB00254,Chancroids,C0007947,Approved
527,Doxycycline,DB00254,GONOCOCCAL INFECTION DISSEMINATED,C0744451,Approved
528,Doxycycline,DB00254,non-gonococcal urethritis (NGU),C1112709,Approved
529,Doxycycline,DB00254,Pharyngitis,C0031350,Approved
530,Doxycycline,DB00254,Sinusitis,C0037199,Approved
531,Doxycycline,DB00254,Trachoma,C0040592,Approved
532,Doxycycline,DB00254,Boutonneuse Fever,C0006060,Approved
533,Doxycycline,DB00254,Gonorrhea of rectum,C0275665,Approved
534,Doxycycline,DB00254,Yaws,C0043388,Approved
535,Doxycycline,DB00254,Q fever endocarditis,C0340354,Approved
536,Doxycycline,DB00254,Gonorrhea,C0018081,Approved
537,Doxycycline,DB00254,Brill-Zinsser Disease,C0006181,Approved
538,Doxycycline,DB00254,Listeriosis,C0023860,Approved
539,Doxycycline,DB00254,Rickettsia Infections,C0035585,Approved
540,Doxycycline,DB00254,Gonorrhea of pharynx,C0149966,Approved
541,Doxycycline,DB00254,"Typhus, Epidemic Louse-Borne",C0041473,Approved
542,Doxycycline,DB00254,Rickettsialpox,C0035597,Approved
543,Doxycycline,DB00254,Acute gonococcal endometritis,C0153196,Approved
544,Doxycycline,DB00254,Acute gonococcal epididymo-orchitis,C0153193,Approved
545,Doxycycline,DB00254,Inhalational anthrax,C0155866,Approved
546,Doxycycline,DB00254,Gastrointestinal anthrax,C0152945,Approved
547,Doxycycline,DB00254,Syphilis,C0039128,Approved
548,Doxycycline,DB00254,Granuloma Inguinale,C0018190,Approved
549,Doxycycline,DB00254,Mycoplasma pneumonia,C0032302,Approved
550,Doxycycline,DB00254,Bronchitis,C0006277,Approved
551,Doxycycline,DB00254,Bartonella Infections,C0004771,Approved
552,Doxycycline,DB00254,Psittacosis,C0029291,Approved
553,Doxycycline,DB00254,Relapsing Fever,C0035021,Approved
554,Doxycycline,DB00254,"Pneumonia, Bacterial",C0004626,Approved
555,Doxycycline,DB00254,Chlamydia Infections,C0008149,Approved
556,Clotrimazole,DB00257,"Candidiasis, Vulvovaginal",C0700345,Approved
557,Clotrimazole,DB00257,Diaper Rash,C0011974,Approved
558,Clotrimazole,DB00257,Oropharyngeal candidiasis,C0919659,Approved
559,Clotrimazole,DB00257,Tinea corporis (disorder),C0040252,Approved
560,Clotrimazole,DB00257,Cutaneous Candidiasis,C0006846,Approved
561,Clotrimazole,DB00257,Oral candidiasis,C0006849,Approved
562,Clotrimazole,DB00257,Tinea cruris,C1384589,Approved
563,Clotrimazole,DB00257,Tinea Pedis,C0040259,Approved
564,Clotrimazole,DB00257,Tinea Versicolor,C0040262,Approved
565,Calcium Acetate,DB00258,Disorder of electrolytes,C1704431,Approved
566,Calcium Acetate,DB00258,Hypermagnesemia,C0151714,Approved
567,Calcium Acetate,DB00258,Cardiac Arrest,C0018790,Approved
568,Calcium Acetate,DB00258,Hypocalcemia,C0020598,Approved
569,Calcium Acetate,DB00258,Hyperkalemia,C0020461,Approved
570,Calcium Acetate,DB00258,Hypocalcemic tetany,C0151940,Approved
571,Sulfanilamide,DB00259,Vulvovaginitis,C0042998,Approved
572,Sulfanilamide,DB00259,"Candidiasis, Vulvovaginal",C0700345,Approved
573,Cycloserine,DB00260,Escherichia coli urinary tract infection,C0577708,Approved
574,Cycloserine,DB00260,"Tuberculosis, Pulmonary",C0041327,Approved
575,Cycloserine,DB00260,Acute tuberculosis,C0275959,Approved
576,Cycloserine,DB00260,Bacterial urinary infection,C0729524,Approved
577,Anagrelide,DB00261,"Thrombocythemia, Essential",C0040028,Approved
578,Carmustine,DB00262,Malignant neoplasm of brain,C0153633,Approved
579,Carmustine,DB00262,Multiple Myeloma,C0026764,Approved
580,Carmustine,DB00262,Hodgkin Disease,C0019829,Approved
581,Carmustine,DB00262,Diffuse Large B-Cell Lymphoma,C0079744,Approved
582,Carmustine,DB00262,"Lymphoma, Non-Hodgkin",C0024305,Approved
583,Carmustine,DB00262,Malignant Glioma,C0555198,Approved
584,Carmustine,DB00262,Glioblastoma multiforme of brain,C0349543,Approved
585,Sulfisoxazole,DB00263,Chlamydial cervicitis,C0341834,Approved
586,Sulfisoxazole,DB00263,Infective otitis media,C0729586,Approved
587,Sulfisoxazole,DB00263,Chancroids,C0007947,Approved
588,Sulfisoxazole,DB00263,Meningococcal meningitis,C0025294,Approved
589,Sulfisoxazole,DB00263,Acute otitis media,C0271429,Approved
590,Sulfisoxazole,DB00263,Nocardia Infections,C0028242,Approved
591,Sulfisoxazole,DB00263,"Malaria, Falciparum",C0024535,Approved
592,Sulfisoxazole,DB00263,Trachoma,C0040592,Approved
593,Sulfisoxazole,DB00263,Inclusion conjunctivitis,C0009770,Approved
594,Sulfisoxazole,DB00263,Chlamydial urethritis,C1278807,Approved
595,Sulfisoxazole,DB00263,Urinary tract infection,C0042029,Approved
596,Metoprolol,DB00264,Hypertensive disease,C0020538,Approved
597,Metoprolol,DB00264,Myocardial Infarction,C0027051,Approved
598,Metoprolol,DB00264,Acute Coronary Syndrome,C0948089,Approved
599,Metoprolol,DB00264,Angina Pectoris,C0002962,Approved
600,Metoprolol,DB00264,Chronic heart failure,C0264716,Approved
601,Crotamiton,DB00265,Scabies <infestation>,C0036262,Approved
602,Crotamiton,DB00265,Pruritus,C0033774,Approved
603,Dicoumarol,DB00266,Myocardial Infarction,C0027051,Approved
604,Dicoumarol,DB00266,Thromboembolism,C0040038,Approved
605,Dicoumarol,DB00266,Thrombosis,C0040053,Approved
606,Dicoumarol,DB00266,Cerebral Embolism,C0007780,Approved
607,Ropinirole,DB00268,Parkinson Disease,C0030567,Approved
608,Ropinirole,DB00268,Restless Legs Syndrome,C0035258,Approved
609,Isradipine,DB00270,Hypertensive disease,C0020538,Approved
610,Topiramate,DB00273,Tonic-Clonic Epilepsy,C0014549,Approved
611,Topiramate,DB00273,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved
612,Topiramate,DB00273,Lennox-Gastaut syndrome,C0238111,Approved
613,Topiramate,DB00273,Simple Partial Seizures,C0234974,Approved
614,Cefmetazole,DB00274,Pneumonia,C0032285,Approved
615,Cefmetazole,DB00274,Staphylococcal Pneumonia,C0032308,Approved
616,Cefmetazole,DB00274,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
617,Cefmetazole,DB00274,Pneumonia due to Escherichia coli,C0276089,Approved
618,Cefmetazole,DB00274,Urinary tract infection,C0042029,Approved
619,Cefmetazole,DB00274,Intraabdominal Infections,C1112209,Approved
620,Cefmetazole,DB00274,Haemophilus influenzae pneumonia,C0276026,Approved
621,Cefmetazole,DB00274,Lower respiratory tract infection,C0149725,Approved
622,Olmesartan,DB00275,Hypertensive disease,C0020538,Approved
623,Theophylline,DB00277,Lung diseases,C0024115,Approved
624,Theophylline,DB00277,Status Asthmaticus,C0038218,Approved
625,Theophylline,DB00277,Asthma night-time symptoms,C1273489,Approved
626,Theophylline,DB00277,Asthma,C0004096,Approved
627,Theophylline,DB00277,Bronchitis,C0006277,Approved
628,Theophylline,DB00277,Pulmonary Emphysema,C0034067,Approved
629,Theophylline,DB00277,Asthma-chronic obstructive pulmonary disease overlap syndrome,C4038730,Approved
630,Theophylline,DB00277,Bronchial Spasm,C0006266,Approved
631,Theophylline,DB00277,Asthma attack,C0347950,Approved
632,Argatroban,DB00278,Heparin-induced thrombocytopenia with thrombosis,C0272275,Approved
633,Liothyronine,DB00279,Malignant neoplasm of thyroid,C0007115,Approved
634,Liothyronine,DB00279,Endemic goiter,C0018022,Approved
635,Liothyronine,DB00279,Myxedema,C0027145,Approved
636,Liothyronine,DB00279,Congenital Hypothyroidism,C0010308,Approved
637,Liothyronine,DB00279,Goiter,C0018021,Approved
638,Liothyronine,DB00279,Hypothyroidism,C0020676,Approved
639,Liothyronine,DB00279,Myxedema coma,C0238298,Approved
640,Disopyramide,DB00280,Ventricular arrhythmia,C0085612,Approved
641,Lidocaine,DB00281,Ventricular arrhythmia,C0085612,Approved
642,Lidocaine,DB00281,Scabies <infestation>,C0036262,Approved
643,Lidocaine,DB00281,Infestation by Phthirus pubis,C0030759,Approved
644,Lidocaine,DB00281,Pruritus Ani,C0033775,Approved
645,Lidocaine,DB00281,Pruritus,C0033774,Approved
646,Lidocaine,DB00281,Postherpetic neuralgia,C0032768,Approved
647,Lidocaine,DB00281,Skin irritation,C0152030,Approved
648,Lidocaine,DB00281,Hemorrhoids,C0019112,Approved
649,Lidocaine,DB00281,Urethritis,C0041976,Approved
650,Lidocaine,DB00281,Pediculus capitis infestation,C0030757,Approved
651,Lidocaine,DB00281,Neuralgia,C0027796,Approved
652,Lidocaine,DB00281,Mouth irritation,C0235339,Approved
653,Lidocaine,DB00281,Premature Ejaculation,C0033038,Approved
654,Pamidronate,DB00282,Humoral hypercalcemia of malignancy (disorder),C0149911,Approved
655,Pamidronate,DB00282,Osteolytic Lesions of Multiple Myeloma,C3898069,Approved
656,Pamidronate,DB00282,Osteitis Deformans,C0029401,Approved
657,Clemastine,DB00283,Nasal congestion (finding),C0027424,Approved
658,Clemastine,DB00283,Symptomatic dermographism,C0343065,Approved
659,Clemastine,DB00283,Sneezing,C0037383,Approved
660,Clemastine,DB00283,Urticaria,C0042109,Approved
661,Clemastine,DB00283,Allergic rhinitis (disorder),C2607914,Approved
662,Clemastine,DB00283,Pruritus,C0033774,Approved
663,Clemastine,DB00283,Allergic Conjunctivitis,C0009766,Approved
664,Clemastine,DB00283,Rhinorrhea,C1260880,Approved
665,Clemastine,DB00283,"Rhinitis, Vasomotor",C0035460,Approved
666,Acarbose,DB00284,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
667,Venlafaxine,DB00285,"Phobia, Social",C0031572,Approved
668,Venlafaxine,DB00285,Major Depressive Disorder,C1269683,Approved
669,Venlafaxine,DB00285,Generalized Anxiety Disorder,C0270549,Approved
670,Venlafaxine,DB00285,Panic Disorder,C0030319,Approved
671,Conjugated Estrogens,DB00286,Hot flushes,C0600142,Approved
672,Conjugated Estrogens,DB00286,Dyspareunia,C1384606,Approved
673,Travoprost,DB00287,Ocular Hypertension,C0028840,Approved
674,Travoprost,DB00287,"Glaucoma, Open-Angle",C0017612,Approved
675,Amcinonide,DB00288,Granuloma Annulare,C0085074,Approved
676,Amcinonide,DB00288,Contact Dermatitis,C0011616,Approved
677,Amcinonide,DB00288,Pruritus Ani,C0033775,Approved
678,Amcinonide,DB00288,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
679,Amcinonide,DB00288,Scalp psoriasis,C0406326,Approved
680,Amcinonide,DB00288,Lichen Simplex Chronicus,C0149922,Approved
681,Amcinonide,DB00288,Chronic small plaque psoriasis,C0406317,Approved
682,Amcinonide,DB00288,Pruritus of genital organs,C0033777,Approved
683,Amcinonide,DB00288,"Dermatitis, Atopic",C0011615,Approved
684,Amcinonide,DB00288,Exanthema,C0015230,Approved
685,Amcinonide,DB00288,"Lupus Erythematosus, Discoid",C0024138,Approved
686,Amcinonide,DB00288,Seborrheic dermatitis,C0036508,Approved
687,Atomoxetine,DB00289,Attention deficit hyperactivity disorder,C1263846,Approved
688,Bleomycin,DB00290,Squamous cell carcinoma,C0007137,Approved
689,Bleomycin,DB00290,"Lymphoma, Non-Hodgkin",C0024305,Approved
690,Bleomycin,DB00290,Malignant tumor of cervix,C0007847,Approved
